text,sentiment,text_clean
reaction when heard drdo kiya  modi kiya ,0,reaction when heard drdo kiya modi kiya
under india inc has the backbone chocolate eclair ,0,under india inc has the backbone chocolate eclair
youanti modi anti nationalist think ,0,youanti modi anti nationalist think
kuchh aise alg partys rhi modi sath all them chaukidar ,0,kuchh aise alg partys rhi modi sath all them chaukidar
you are comparing yrs congress with yrs modi,0,you are comparing yrs congress with yrs modi
• before modi could get his wisdom tooth isro indian space research organization had already started working,0,• before modi could get his wisdom tooth isro indian space research organization had already started working
but nobody can beat actor modi theatrics,0,but nobody can beat actor modi theatrics
from where did you get the prime minister  the way modi has already transformed from naamdaar kaamdaarab india sirf modi modiarrest karao puri india  ,0,from where did you get the prime minister the way modi has already transformed from naamdaar kaamdaarab india sirf modi modiarrest karao puri india
look modi sportsman not actor ,0,look modi sportsman not actor
ban modi film and its song release before election because violating model code conduct,0,ban modi film and its song release before election because violating model code conduct
all indians are with our modi ,0,all indians are with our modi
why are you afraid your own sins ,0,why are you afraid your own sins
you must have seen and nirav modi too ,0,you must have seen and nirav modi too
iska arth yeh hein want vote for congress but will vote for bjp that modi will come again,0,iska arth yeh hein want vote for congress but will vote for bjp that modi will come again
gandus will never understand the work and the power modi,0,gandus will never understand the work and the power modi
vote for only modi,0,vote for only modi
modi did surgical strike jobs congress ,0,modi did surgical strike jobs congress
are surgical strikes going provide jobs improve the state economy our nation deserves modi the people believe that hyper nationalism can satiate hunger and open jobs,0,are surgical strikes going provide jobs improve the state economy our nation deserves modi the people believe that hyper nationalism can satiate hunger and open jobs
congratulations our scientists respected narendra modi ,0,congratulations our scientists respected narendra modi
scientist narendra modi acche din has discovered liquor from political parties ,0,scientist narendra modi acche din has discovered liquor from political parties
terrorism security country has become big issue after balakot strike but the job issue has substance media hyped issue show modi poor light but wont succeed ,0,terrorism security country has become big issue after balakot strike but the job issue has substance media hyped issue show modi poor light but wont succeed
any solution from modi congress ,0,any solution from modi congress
ultimora india modi esultasuccesso test missile keep updated ,0,ultimora india modi esultasuccesso test missile keep updated
thank you for being welcoming listen conversation with mayor johnathan judd and flooding expert chuck fritz and hear freshman maria modituya set poetry fire ,0,thank you for being welcoming listen conversation with mayor johnathan judd and flooding expert chuck fritz and hear freshman maria modituya set poetry fire
inc sanskriti hai phone deal karana way back seventies when daadi indra phoned sbi bank manager give six million one nagarwala same was repeated nirav modi and mehul chowkashi and others passtheir loan now they say bjp for riches,0,inc sanskriti hai phone deal karana way back seventies when daadi indra phoned sbi bank manager give six million one nagarwala same was repeated nirav modi and mehul chowkashi and others passtheir loan now they say bjp for riches
"modi are with you ।
",0,modi are with you ।
dear sir you want fight modi why not varanasi,0,dear sir you want fight modi why not varanasi
will balakot modi what falklands did thatcher ,0,will balakot modi what falklands did thatcher
this was achhe din  ,0,this was achhe din
india stands tall space power narendra modi ⁦ ,0,india stands tall space power narendra modi ⁦
modi fears loosing election pakistan phobia hysteria ,0,modi fears loosing election pakistan phobia hysteria
kya back sucking ,0,kya back sucking
priyanka gandhis varanasi hint would she give fight modi ndtv ,0,priyanka gandhis varanasi hint would she give fight modi ndtv
big heart modi fan but disappoint pls dont make any attemp copy kejriwal party your work which necessary but have not done anything last years are giving vote modi but not ,0,big heart modi fan but disappoint pls dont make any attemp copy kejriwal party your work which necessary but have not done anything last years are giving vote modi but not
only one modi ,0,only one modi
the swag modi different,0,the swag modi different
jay modi sarkar surat women perform yagna seeks divine grace for narendra modi become again ,0,jay modi sarkar surat women perform yagna seeks divine grace for narendra modi become again
bhaijub modi larey thei doa seatonse and opted for varanasi majority dominated seattab talking point nahin tha,0,bhaijub modi larey thei doa seatonse and opted for varanasi majority dominated seattab talking point nahin tha
you are anti modi and anti bjp imagine what happens you become judge,0,you are anti modi and anti bjp imagine what happens you become judge
electoral bond modi governments attempt legalise corruption and loot  ,0,electoral bond modi governments attempt legalise corruption and loot
bankruptcy laws were brought modi when the crony socialists called bank chiefs give loans their chums remember this modi who waging battle crony capitalism not the pappu cheatersbjp fixes the economy congress screws ,0,bankruptcy laws were brought modi when the crony socialists called bank chiefs give loans their chums remember this modi who waging battle crony capitalism not the pappu cheatersbjp fixes the economy congress screws
indians dont matter paid debates modi media gandhi media but only paid bhakts piddis matter infuse into indians,0,indians dont matter paid debates modi media gandhi media but only paid bhakts piddis matter infuse into indians
here are 200 reasons vote modi 59minutes loan portal 92000 loan applications msme amounting 30000 crores approved 6000 crores sanctioned till nov ,0,here are 200 reasons vote modi 59minutes loan portal 92000 loan applications msme amounting 30000 crores approved 6000 crores sanctioned till nov
doubt qoum jis modi bola aaj currency cancel and they accepted,0,doubt qoum jis modi bola aaj currency cancel and they accepted
are you expecting morality from modis india ,0,are you expecting morality from modis india
how unbelievable the first channel modi for 24x7 ,0,how unbelievable the first channel modi for 24x7
does know the basics economy but well versed repeating lies and religious chameleonrahulhi will remonetise what modi demonetised says rahul gandhi india news times india ,0,does know the basics economy but well versed repeating lies and religious chameleonrahulhi will remonetise what modi demonetised says rahul gandhi india news times india
modi had done his job properly poverty would have ended now rahul gandhi ,0,modi had done his job properly poverty would have ended now rahul gandhi
buy they are only people who speak about curuption done congress rest lutyens dont bother about lutyens just spread lies against modi bjp,0,buy they are only people who speak about curuption done congress rest lutyens dont bother about lutyens just spread lies against modi bjp
modis government not only against all who are not hindu but also promotes deathdealing policies traditional sustainable agriculture and land use according 100 filmmakers ,0,modis government not only against all who are not hindu but also promotes deathdealing policies traditional sustainable agriculture and land use according 100 filmmakers
congrats takes jibe ,0,congrats takes jibe
all families below poverty line ,0,all families below poverty line
only modinobody can ,0,only modinobody can
definitely allergic people like pappu and his team are allergic not only for modi but for entire india,0,definitely allergic people like pappu and his team are allergic not only for modi but for entire india
those votes were not against modi well,0,those votes were not against modi well
but implying threat pakistan scare mongering modi said this tech will used only protect our lands and not bully the neighbors ,0,but implying threat pakistan scare mongering modi said this tech will used only protect our lands and not bully the neighbors
raghuram rajan questions narendra modis minimum govt maximum governance promise ,0,raghuram rajan questions narendra modis minimum govt maximum governance promise
modi liar and never sold tea,0,modi liar and never sold tea
"now who spreading rumour that modi will cut cake written 15l and achhe din this april fool day
 ",0,now who spreading rumour that modi will cut cake written 15l and achhe din this april fool day
chacko hits back modi says gandhis built india join ,0,chacko hits back modi says gandhis built india join
and people compare him hitler would hitler have responded this manner via ,0,and people compare him hitler would hitler have responded this manner via
twitterati mocks modi for being face bindis insidene ,0,twitterati mocks modi for being face bindis insidene
who are you represent tamil and will vote for modi ,0,who are you represent tamil and will vote for modi
"not fight against one man democratic compulsion that made all parties come together
they have set aside their differences save democracy and the future the nation with the slogan ‘save india save democracy’ ",0,not fight against one man democratic compulsion that made all parties come together they have set aside their differences save democracy and the future the nation with the slogan ‘save india save democracy’
tag modi and others and who you are deliberately trying not tag ,0,tag modi and others and who you are deliberately trying not tag
modi will probably declare official transition monarchy ,0,modi will probably declare official transition monarchy
ashwin actually did this then needs back and read why you can only vote your constituency ,0,ashwin actually did this then needs back and read why you can only vote your constituency
another demonetisation pms address nailbiter twitter via ,0,another demonetisation pms address nailbiter twitter via
dont worry modi are always with ,0,dont worry modi are always with
the airtel dth 316 the name the channel whose name namo the name channel without subscription add the notice modi whether not violation code conduct ,0,the airtel dth 316 the name the channel whose name namo the name channel without subscription add the notice modi whether not violation code conduct
modi hits the six last ball countries were planning ban antisatellite tests before they that did the test congrats ,0,modi hits the six last ball countries were planning ban antisatellite tests before they that did the test congrats
how about this and people ask what modi has ,0,how about this and people ask what modi has
arent you ashamed being such chamcha anyway think have seen the last you minister etconly job left chamcha modi,0,arent you ashamed being such chamcha anyway think have seen the last you minister etconly job left chamcha modi
‘nation loves chowkidar doesn’ want kings’ modi’ dig congress ,0,‘nation loves chowkidar doesn’ want kings’ modi’ dig congress
why home indian scamsters nadeem saifi lalit modi vijay mallya now nirav modi also london over 5500 people from india have sought political asylum britain since 2013 not all them criminals though whats use extradition treaty with ,0,why home indian scamsters nadeem saifi lalit modi vijay mallya now nirav modi also london over 5500 people from india have sought political asylum britain since 2013 not all them criminals though whats use extradition treaty with
only thermal power capacity added historic low but modi vikas purash,0,only thermal power capacity added historic low but modi vikas purash
some homework before tulsi interview pierre omidyar multibillionaire purchased intercept has for used intercept writers hit pieces tulsi ardent follower modi tulsi met with modi his opposition order broker peace ,0,some homework before tulsi interview pierre omidyar multibillionaire purchased intercept has for used intercept writers hit pieces tulsi ardent follower modi tulsi met with modi his opposition order broker peace
dear this whole election darama whole darama written modi sarkar there was any dead balakot except than crow and few trees,0,dear this whole election darama whole darama written modi sarkar there was any dead balakot except than crow and few trees
guess modi going change the name post from prime minister chokidar ,0,guess modi going change the name post from prime minister chokidar
what has modi achieved nothing what has modi unemployed made online trollers what has modi done women ignores what has modi done senior citizens clue what has modi done for education reduced spend education what has modi done market himself 247,0,what has modi achieved nothing what has modi unemployed made online trollers what has modi done women ignores what has modi done senior citizens clue what has modi done for education reduced spend education what has modi done market himself 247
sab theek hai but where modi when will start campaigning ,0,sab theek hai but where modi when will start campaigning
about modi prime minister india,0,about modi prime minister india
once the election results come out the national community would have reposed its faith the modi govt hope you can introspect and accept the blunders youve been committing and also ensure your loyalties are with hindustan,0,once the election results come out the national community would have reposed its faith the modi govt hope you can introspect and accept the blunders youve been committing and also ensure your loyalties are with hindustan
"modi breathes
congress its all because indira nehru ",0,modi breathes congress its all because indira nehru
"reaction after modi jis tweet
 ",0,reaction after modi jis tweet
this violation model code conduct well complain election commission westminster magistrate hand gloves with narendra modi ,0,this violation model code conduct well complain election commission westminster magistrate hand gloves with narendra modi
why don’ you soon come over will all sit across the table understand who’ fault and who’ not yes modi will chair that meeting ,0,why don’ you soon come over will all sit across the table understand who’ fault and who’ not yes modi will chair that meeting
making peoples movement through street plays poetry via namo app thats modis ,0,making peoples movement through street plays poetry via namo app thats modis
modi only the winner ,0,modi only the winner
’ not just the mega deals involving the rafale jet but also the manner which nirav modi and mehul choksi have been allowed loot and flee the country ,0,’ not just the mega deals involving the rafale jet but also the manner which nirav modi and mehul choksi have been allowed loot and flee the country
"asat drdo proven tech dating back 2007
but drdo themselves say upa had political will test modi did
let’ acknowledge that",0,asat drdo proven tech dating back 2007 but drdo themselves say upa had political will test modi did let’ acknowledge that
under which govts agree congressupa has been backing isro drdo same way modi govt,0,under which govts agree congressupa has been backing isro drdo same way modi govt
when modi contest two seats even was member take the confidence the people but contest seat this time because fear loosing amethi,0,when modi contest two seats even was member take the confidence the people but contest seat this time because fear loosing amethi
narendra modi spearhead bjps election campaign chhattisgarh ,0,narendra modi spearhead bjps election campaign chhattisgarh
congratulations sir happy see that modi has selected good candidate hoping see new bengaluru very soon,1,congratulations sir happy see that modi has selected good candidate hoping see new bengaluru very soon
modi seems have not set the date coincidence did not say because him scientific says chess taking pride the indian achievement any normal person also pride but could not contain his colleagues make political election oriented,1,modi seems have not set the date coincidence did not say because him scientific says chess taking pride the indian achievement any normal person also pride but could not contain his colleagues make political election oriented
valid concern rss ground workers have take masses what said todays interview cong credibility 2004 promised direct benefit similar mig but nothing done modi implemented garibi hatao bogus slogan appeasement group will get some rest swiss bank,1,valid concern rss ground workers have take masses what said todays interview cong credibility 2004 promised direct benefit similar mig but nothing done modi implemented garibi hatao bogus slogan appeasement group will get some rest swiss bank
live updates prime minister will address the nation today two weeks ahead the commencement polling the country ,1,live updates prime minister will address the nation today two weeks ahead the commencement polling the country
top story narendra modi important message the nation watch ,1,top story narendra modi important message the nation watch
wanted see dog video which dog licking his masters feet searched youtube but didnt find then saw arnabs latest interview wid modi voila ,1,wanted see dog video which dog licking his masters feet searched youtube but didnt find then saw arnabs latest interview wid modi voila
top story paramountnashik narendra modi important message the nation watch ,1,top story paramountnashik narendra modi important message the nation watch
salute sir for space achievementfor india only modi good only vote narendra modijai hind,1,salute sir for space achievementfor india only modi good only vote narendra modijai hind
congress seeks survival fake cutpastes telling lies rumor mongering shielding corruptions and sins the pastboot licking weeping terrorists deathsrequesting pakistan and china help defeat modi and many more that could only guess ,1,congress seeks survival fake cutpastes telling lies rumor mongering shielding corruptions and sins the pastboot licking weeping terrorists deathsrequesting pakistan and china help defeat modi and many more that could only guess
vote for noncorrupt party that can govern india and steer itself victory for more ,1,vote for noncorrupt party that can govern india and steer itself victory for more
unemployment report how modi govt wants data manipulation analysis via analysis dhruv rathee ,1,unemployment report how modi govt wants data manipulation analysis via analysis dhruv rathee
real salute narendra modi ,1,real salute narendra modi
"modi govt more stringent against corrupts make sure the unlawful corrupts are jailed ensure india enters the trillion economy club education per global benchmarks
201419spent filling economic potholes
201924to build magnificent economy modi",1,modi govt more stringent against corrupts make sure the unlawful corrupts are jailed ensure india enters the trillion economy club education per global benchmarks 201419spent filling economic potholes 201924to build magnificent economy modi
and year old shown the gate seems khamish this bjp they hav policy not give tickets the old generation same thing will happen modi amit shah well policy matters shatru infact you been thrown out royally,1,and year old shown the gate seems khamish this bjp they hav policy not give tickets the old generation same thing will happen modi amit shah well policy matters shatru infact you been thrown out royally
what modi knows about escape velocity can you explain have seen his escape plans from answering important and legitimate questions not this one,1,what modi knows about escape velocity can you explain have seen his escape plans from answering important and legitimate questions not this one
crowd for yogi adityanath with hema malini that why modi hasnt done much campaigning,1,crowd for yogi adityanath with hema malini that why modi hasnt done much campaigning
only option make india strong via ,1,only option make india strong via
have been conversation with karachite here twitter who has pinned great deal hope all that can say that hes good and reasonable guy may its iks charm and image modis strongman image has attracted lot people towards him promised ,1,have been conversation with karachite here twitter who has pinned great deal hope all that can say that hes good and reasonable guy may its iks charm and image modis strongman image has attracted lot people towards him promised
kanhaiya kumar talking facts terms numbers terms all the promises feku when was guj and aspirant whereas this hero tajaswi surya filled with adjectives for modi govt says lot ,1,kanhaiya kumar talking facts terms numbers terms all the promises feku when was guj and aspirant whereas this hero tajaswi surya filled with adjectives for modi govt says lot
proud moment all sir ,1,proud moment all sir
burning train full sadhus was like just another chain pulling incident whatever happened 2002 absolutely dastardly thing but was planned train burning was part reaction followed but since modi controlled situation the conspirators went after him ,1,burning train full sadhus was like just another chain pulling incident whatever happened 2002 absolutely dastardly thing but was planned train burning was part reaction followed but since modi controlled situation the conspirators went after him
you mean jumla well you are the best judge you all mastered the art jumlebaazi under your supreme bluff master the one and only modi,1,you mean jumla well you are the best judge you all mastered the art jumlebaazi under your supreme bluff master the one and only modi
first understand what you want say don’ emotional fool don’ dream about cong bjp because got better things ’ people like you and other bhakts who can’ see beyond modi indian not bhakt congressi got ,1,first understand what you want say don’ emotional fool don’ dream about cong bjp because got better things ’ people like you and other bhakts who can’ see beyond modi indian not bhakt congressi got
⁦ referring hampi demolished invaders beautifully said “ forget what were can never decide what want ” today book launch “ modi again” ’lore ⁦ ⁦ ⁦ ⁦ ,1,⁦ referring hampi demolished invaders beautifully said “ forget what were can never decide what want ” today book launch “ modi again” ’lore ⁦ ⁦ ⁦ ⁦
your number xxxxxxxx805 has been credited 1500000 modi government available balance ,1,your number xxxxxxxx805 has been credited 1500000 modi government available balance
rajdeep sonia what your fav italian dish arnab modi robert vadra still not jail rajdeep unbiased and arnab bhakt ,1,rajdeep sonia what your fav italian dish arnab modi robert vadra still not jail rajdeep unbiased and arnab bhakt
you are right modi hatao desh bachao,1,you are right modi hatao desh bachao
gud evening bro its very nice hear from regarding special status mean while modis government decided not possible give status reasons withdrawal 15th commission,1,gud evening bro its very nice hear from regarding special status mean while modis government decided not possible give status reasons withdrawal 15th commission
india joined exclusive club with its latest antisatellite missile test — heres what means for the world cnbc mission shakti india shoots down live satellite space says narendra modi the independent india says antisatellite… ,1,india joined exclusive club with its latest antisatellite missile test — heres what means for the world cnbc mission shakti india shoots down live satellite space says narendra modi the independent india says antisatellite…
very happy modi and with you jai hind jai bharat,1,very happy modi and with you jai hind jai bharat
really appreciated work our narender modi,1,really appreciated work our narender modi
congratulations get nominated contest the bengaluru south lok sabha all the best your future bharat mataki jai jai modi ,1,congratulations get nominated contest the bengaluru south lok sabha all the best your future bharat mataki jai jai modi
gst food items instead vat water ways implemented and project completed yrs and modi received first parcel from water way last cheap price internet and many more,1,gst food items instead vat water ways implemented and project completed yrs and modi received first parcel from water way last cheap price internet and many more
modi’ schemes benefit the richest india rahul gandhi’ schemes benefit the most poor india ,1,modi’ schemes benefit the richest india rahul gandhi’ schemes benefit the most poor india
how come sushil modi chowkidar where got all the wealth that you possess most called chowkidars looters crorepatis,1,how come sushil modi chowkidar where got all the wealth that you possess most called chowkidars looters crorepatis
why modi isnt campaigning when the first phase 15days away needs counter jumla rahul income for population,1,why modi isnt campaigning when the first phase 15days away needs counter jumla rahul income for population
vinayak that will dent bjp significantly need another masterstrokes from modi,1,vinayak that will dent bjp significantly need another masterstrokes from modi
way lets just worry about ourselves coz cant solve others issues and thats fine transact needed dont interfere others internal matters modi has done this well but those who think israel template for bharat god help them,1,way lets just worry about ourselves coz cant solve others issues and thats fine transact needed dont interfere others internal matters modi has done this well but those who think israel template for bharat god help them
good morning modi jee,1,good morning modi jee
view india akin usa prior election its the best the worst loved see woman office just not hrc loved see nonpolitico office just not trump you really think modi wants amicably resolve kashmir why hasnt yet,1,view india akin usa prior election its the best the worst loved see woman office just not hrc loved see nonpolitico office just not trump you really think modi wants amicably resolve kashmir why hasnt yet
india had developed the capabilities target destroy satellites 2012 under the upa govt modis desperation for public approval prior elections becoming even more apparent tries steal credit once again ,1,india had developed the capabilities target destroy satellites 2012 under the upa govt modis desperation for public approval prior elections becoming even more apparent tries steal credit once again
free gift paper glasses with modis name doing tomorrow 5000 glasses let see what the can private citizen,1,free gift paper glasses with modis name doing tomorrow 5000 glasses let see what the can private citizen
yes same from both side india and pakistan know that your army behind modi win election but there pakistan one can want another country but your country see sikh wants khalistan understand,1,yes same from both side india and pakistan know that your army behind modi win election but there pakistan one can want another country but your country see sikh wants khalistan understand
hmari soch badal chuki ham sal war lar rhi hin and now not any more ham aman taraf rhy hin plz keep away your polit moves from pakistan hamny dika dia ham kia skty hin ham aman cahty hin lakin agar modi galti bar boht log mrin ,1,hmari soch badal chuki ham sal war lar rhi hin and now not any more ham aman taraf rhy hin plz keep away your polit moves from pakistan hamny dika dia ham kia skty hin ham aman cahty hin lakin agar modi galti bar boht log mrin
tbh even dont believe strikes have caused any sort casualties was genuine would have been the biggest victory for and modi would leave any chance promote his achievement the election frontier ,1,tbh even dont believe strikes have caused any sort casualties was genuine would have been the biggest victory for and modi would leave any chance promote his achievement the election frontier
you folks are examples indias top are busy trying change voting patterns the bottom remove modi,1,you folks are examples indias top are busy trying change voting patterns the bottom remove modi
"
did that not just create fuckton more debris leo for everyone worry about
",1,did that not just create fuckton more debris leo for everyone worry about
sir are proud our prime minister modi jai hind,1,sir are proud our prime minister modi jai hind
"modis big announcement
india has registered itself elite space power 4th nation after russia and china mission shakti secure bharat ",1,modis big announcement india has registered itself elite space power 4th nation after russia and china mission shakti secure bharat
you feel happy waghle that india has become the 4th country the world hit low earth orbit satellite space whoever feels happy they were desparate hear this news credit goes isro modi kab kaha just informed the gracious news,1,you feel happy waghle that india has become the 4th country the world hit low earth orbit satellite space whoever feels happy they were desparate hear this news credit goes isro modi kab kaha just informed the gracious news
asked simple question have seen rss cadets with guns jihadis cant even near them dnt even compare know another modi bhakt only difference chant modi and rss own way 24x7 said views biased views value ,1,asked simple question have seen rss cadets with guns jihadis cant even near them dnt even compare know another modi bhakt only difference chant modi and rss own way 24x7 said views biased views value
"long post alert but good read
when every leader produced rss like narendra modi lal krishna advani manohar parrikar and atal bihari vajpayee have all turned out honest simple able and corruption less clean leaders why some people always criticize rss",1,long post alert but good read when every leader produced rss like narendra modi lal krishna advani manohar parrikar and atal bihari vajpayee have all turned out honest simple able and corruption less clean leaders why some people always criticize rss
but both trump and obama see modi threat why are indians obsessed about usa and civilization usa joking lol these boston tea party thugs waps killed natives,1,but both trump and obama see modi threat why are indians obsessed about usa and civilization usa joking lol these boston tea party thugs waps killed natives
"congress says where the money
rahul says money there
just multiplies 1600
they want one bharat minus modi
people wait for yrs for garibi hatao
now delivery better
more efficiency more savings
congress yrs not sufficient
can people breathe",1,congress says where the money rahul says money there just multiplies 1600 they want one bharat minus modi people wait for yrs for garibi hatao now delivery better more efficiency more savings congress yrs not sufficient can people breathe
modi proudly claims that ordered the satellite missile test but shirks away from taking the responsibility for this helicopter mishap the end didnt kill any terrorists but apne ghar mein ghus apne logon maara difficult trust what modi speaks,1,modi proudly claims that ordered the satellite missile test but shirks away from taking the responsibility for this helicopter mishap the end didnt kill any terrorists but apne ghar mein ghus apne logon maara difficult trust what modi speaks
will make india stronger even more secure and will further peace and harmony modi,1,will make india stronger even more secure and will further peace and harmony modi
thanks and salute your dad and grand father and great grand father for serving the country dad retired from iaf wife exarmy and grand father was part royal british army and part ww2 patriot and not anti modi and not anti anyone,1,thanks and salute your dad and grand father and great grand father for serving the country dad retired from iaf wife exarmy and grand father was part royal british army and part ww2 patriot and not anti modi and not anti anyone
during modi’ first term helped engineer india become 2018 one the world’ top three fastest growing economies today the international monetary fund imf forecasts india exhibit even higher growth the coming years ,1,during modi’ first term helped engineer india become 2018 one the world’ top three fastest growing economies today the international monetary fund imf forecasts india exhibit even higher growth the coming years
full bjp support you all support 1bjp kongress plz comment reply laxmanmodispgrraj ,1,full bjp support you all support 1bjp kongress plz comment reply laxmanmodispgrraj
modi jee for better india ,1,modi jee for better india
this vedio came whatapp group you will loss definitely noida request bjp please change him from noida otherwise you will loose easy win seat where modi have large supporters please consider this are not voting for this man ,1,this vedio came whatapp group you will loss definitely noida request bjp please change him from noida otherwise you will loose easy win seat where modi have large supporters please consider this are not voting for this man
"when modi was still sweeping the floors rss office super computer and information technology was already established india
• when modi was scheming against his own senior leaders gujarat narshimha rao had initiated economic liberalization india",1,when modi was still sweeping the floors rss office super computer and information technology was already established india • when modi was scheming against his own senior leaders gujarat narshimha rao had initiated economic liberalization india
shoots down joining space super league ,1,shoots down joining space super league
nirav modi reveals london courts how was threatened congis escape from india after paid them commission 456 wonder cupfill sibal rushed there after nirav’ arrest make sure zero loss for congis,1,nirav modi reveals london courts how was threatened congis escape from india after paid them commission 456 wonder cupfill sibal rushed there after nirav’ arrest make sure zero loss for congis
india has entered its name elite space power antisatellite weapon asat successfully targeted live satellite low earth orbit ani follow live updates here watch live ,1,india has entered its name elite space power antisatellite weapon asat successfully targeted live satellite low earth orbit ani follow live updates here watch live
had proved once again with that its only who really cares for sincere thanks  for  ,1,had proved once again with that its only who really cares for sincere thanks for
rcb wins modi will again,1,rcb wins modi will again
modi shares more details ,1,modi shares more details
modi jis biggest achievement successfully leaching off manmohan singhs achievements and passing them his own ,1,modi jis biggest achievement successfully leaching off manmohan singhs achievements and passing them his own
are there secret its better announce our capability the world well done isro well done goi and narendra modi need govt like yours with out fear,1,are there secret its better announce our capability the world well done isro well done goi and narendra modi need govt like yours with out fear
huge succes drdo and 1st ofcl aab inc wale bolega eisa c0ng kia tha but nahi bola but wholeworldwide c0nfirm also congrats every indian and who love nation modi also ,1,huge succes drdo and 1st ofcl aab inc wale bolega eisa c0ng kia tha but nahi bola but wholeworldwide c0nfirm also congrats every indian and who love nation modi also
whole day broadcasts modi speeches and bjp advertisements this allowed,1,whole day broadcasts modi speeches and bjp advertisements this allowed
congress president addresses public meeting andhra pradesh follow live updates here ,1,congress president addresses public meeting andhra pradesh follow live updates here
mai aapko nahi haarne dunga modi thats promise you ready for the largest mandate the history indian democracy jai hind jai bharat,1,mai aapko nahi haarne dunga modi thats promise you ready for the largest mandate the history indian democracy jai hind jai bharat
modi has given clean chit cec rightly reciprocated sir ,1,modi has given clean chit cec rightly reciprocated sir
lol 2014 also candidate seats for security but when bjp people does that’ fine but when your opposite person does you can’ see  you are dumb dude what about modi ’ 2014 varansi and vadodra why modi was candidate for seats,1,lol 2014 also candidate seats for security but when bjp people does that’ fine but when your opposite person does you can’ see you are dumb dude what about modi ’ 2014 varansi and vadodra why modi was candidate for seats
"rahul has lied oath then and file case you that all the time right now show one proof that modi has degree can you have you filed case this bjps inch you know what the whole chowkidar clan chor hain
",1,rahul has lied oath then and file case you that all the time right now show one proof that modi has degree can you have you filed case this bjps inch you know what the whole chowkidar clan chor hain
during the era earlier govt india was flying kites its only during modis regime cud fly satellites,1,during the era earlier govt india was flying kites its only during modis regime cud fly satellites
did not come across single post where due credit was not given the organization and its people wonder where you get your inputs fromhave just become habitual slanderer modi and facts surrounding him but fortunately people have started seeing through your lies,1,did not come across single post where due credit was not given the organization and its people wonder where you get your inputs fromhave just become habitual slanderer modi and facts surrounding him but fortunately people have started seeing through your lies
modi hai mumkin hai india will become developed nation next years main top world,1,modi hai mumkin hai india will become developed nation next years main top world
well done vasu then would have asked why couldnt modi announce this himself quick get another episode episode this ,1,well done vasu then would have asked why couldnt modi announce this himself quick get another episode episode this
the real gdp growth some where around when modi destroyed the sme sector with his surgical strike demonetisation how would gst collection grow,1,the real gdp growth some where around when modi destroyed the sme sector with his surgical strike demonetisation how would gst collection grow
bjp’ most popular campaigner and the party won the 2014 parliamentary election following campaign centred him ,1,bjp’ most popular campaigner and the party won the 2014 parliamentary election following campaign centred him
yes agreed but for your information nehru expired before these projects didnt give any ideas insights here even today narendra modi didnt tell that created and launched proud indias achievements indian first and then political,1,yes agreed but for your information nehru expired before these projects didnt give any ideas insights here even today narendra modi didnt tell that created and launched proud indias achievements indian first and then political
sir try hard next time more subtle your hatred towards modi seen very clearly how much ever you try hide behind this called intellectual parda get well soon,1,sir try hard next time more subtle your hatred towards modi seen very clearly how much ever you try hide behind this called intellectual parda get well soon
now and many oppositions will ask for proof proud you modi hain toh mumakin hain,1,now and many oppositions will ask for proof proud you modi hain toh mumakin hain
modi are politicians they belong worlds largest political party bjp for the loose tongue you need give specific example making wild charge being politician rahul raises rafale though supreme court dismissed the case ,1,modi are politicians they belong worlds largest political party bjp for the loose tongue you need give specific example making wild charge being politician rahul raises rafale though supreme court dismissed the case
elections 2019 prime minister modi takes potshots chandrasekhar rao chief minister telangana said astrology driving the decisions kcr should people telangana decide astrologer said referring early assembly elections mahbubnagar today,1,elections 2019 prime minister modi takes potshots chandrasekhar rao chief minister telangana said astrology driving the decisions kcr should people telangana decide astrologer said referring early assembly elections mahbubnagar today
clear message pakistan next time hit will hit from soace inc congress can jeep asking saboot modi for 2019 ,1,clear message pakistan next time hit will hit from soace inc congress can jeep asking saboot modi for 2019
"chaiwala modis campaign reaches railways tea served main bhi chowkidar cups
",1,chaiwala modis campaign reaches railways tea served main bhi chowkidar cups
why doesnt contest against modi directly varanasi ,1,why doesnt contest against modi directly varanasi
modi really deserve because they are many time proof marketing guru her marketing fake true another subject but marketing jati modi himself dont know about philip kotler but times now says sir े ी िा ,1,modi really deserve because they are many time proof marketing guru her marketing fake true another subject but marketing jati modi himself dont know about philip kotler but times now says sir े ी िा
gundagardi bjp union cabinet minister threatening election commission officials duty this new india our prime minister modi ाेशबचा ,1,gundagardi bjp union cabinet minister threatening election commission officials duty this new india our prime minister modi ाेशबचा
totally agree made few good points but shouldnt say things like anti india youre not with modi,1,totally agree made few good points but shouldnt say things like anti india youre not with modi
"those who cry that india can’ survive without modi remember that his wife yashodaben doing fine without him for years
 ्‍ ंे ािाँ ेे",1,those who cry that india can’ survive without modi remember that his wife yashodaben doing fine without him for years ्‍ ंे ािाँ ेे
noone stopping you vote modi thats your right and choice ,1,noone stopping you vote modi thats your right and choice
modi sir indians are proud you long live modi sir then only people will live long with you great modi sir jai hind,1,modi sir indians are proud you long live modi sir then only people will live long with you great modi sir jai hind
congratulations sir you are going contest upcoming lok sabha elections from puri best wishes you and may you win with full majority and join and contribute the modi development,1,congratulations sir you are going contest upcoming lok sabha elections from puri best wishes you and may you win with full majority and join and contribute the modi development
